Time,Smoothed_Y_Speed,y_control
0.0,-0.0802782568406657,20
0.04,-0.07829769346024973,20
0.08,-0.07682148319704818,20
0.12,-0.07436539617350912,20
0.16,-0.06512637214922679,20
0.2,-0.046720909622877116,20
0.24,-0.02227286869641576,20
0.28,0.005446092751260068,20
0.32,0.03676232086807785,20
0.36,0.07159860417728092,20
0.4,0.10753134265660824,20
0.44,0.14281558295974328,20
0.48,0.17881079192953453,20
0.52,0.21725362879161936,20
0.56,0.2564230574315318,20
0.6,0.2928903154112983,20
0.64,0.3264592661435417,20
0.68,0.3598435947441636,20
0.72,0.3938471500859353,20
0.76,0.4269831939793467,20
0.8,0.4597468275075123,20
0.84,0.4949129934797569,20
0.88,0.5328221570479907,20
0.92,0.5698266586758649,20
0.96,0.6030819582301838,20
1.0,0.6345730039432285,0
1.04,0.667704429239252,0
1.08,0.7013201279720771,0
1.12,0.7305544941778985,0
1.16,0.7526206807953961,0
1.2,0.7682507966237428,0
1.24,0.778469182688496,0
1.28,0.7833954006420285,0
1.32,0.7836864009215627,0
1.36,0.7806439694935607,0
1.4,0.7754991411394074,0
1.44,0.7698194253382307,0
1.48,0.7647290676621066,0
1.52,0.7593886432716024,0
1.56,0.7534783193208106,0
1.6,0.7498800893197766,0
1.64,0.75012176353772,0
1.68,0.7501276686116776,0
1.72,0.7461772303028302,0
1.76,0.7411817650069707,0
1.8,0.7397269585257604,0
1.84,0.7410705360960446,0
1.88,0.7415907228981555,0
1.92,0.7405965791568381,0
1.96,0.7396663748767407,0
2.0,0.738490893872179,-20
2.04,0.7353120872157587,-20
2.08,0.730345854905376,-20
2.12,0.7243819161224352,-20
2.16,0.7144038846302297,-20
2.2,0.6954196333058632,-20
2.24,0.6666855473356104,-20
2.28,0.6322754427561,-20
2.32,0.5964849040745873,-20
2.36,0.5614999277090443,-20
2.4,0.5274628402299864,-20
2.44,0.4927898627699434,-20
2.48,0.45646551540259594,-20
2.52,0.4202716437496812,-20
2.56,0.3861533632975006,-20
2.6,0.3521824846235755,-20
2.64,0.31467746768546745,-20
2.68,0.2740439561118885,-20
2.72,0.23490117083161954,-20
2.76,0.19999574785947716,-20
2.8,0.16720224297457342,-20
2.84,0.133216722301574,-20
2.88,0.09758337336168155,-20
2.92,0.062404631324708415,-20
2.96,0.029232878862336942,-20
3.0,-0.0033784126797165026,0
3.04,-0.03791204538106385,0
3.08,-0.07319354693739177,0
3.12,-0.10496806595870489,0
3.16,-0.1311929837633119,0
3.2,-0.1522369483886704,0
3.24,-0.16709323563778022,0
3.28,-0.17459770705156585,0
3.32,-0.1763145259013943,0
3.36,-0.17457111137934578,0
3.4,-0.17097988749555093,0
3.44,-0.16772331563055798,0
3.48,-0.16557429196008555,0
3.52,-0.1621040465592638,0
3.56,-0.15620340079404993,0
3.6,-0.15082785502207596,0
3.64,-0.14816525894092714,0
3.68,-0.14664653562313779,0
3.72,-0.14439686539703123,0
3.76,-0.14143397049939388,0
3.8,-0.13814645382784763,0
3.84,-0.13493177404095558,0
3.88,-0.13284672891896165,0
3.92,-0.13215042503713081,0
3.96,-0.1310897046534698,0
4.0,-0.12815164368682463,20
4.04,-0.12438145282953339,20
4.08,-0.12134166261151824,20
4.12,-0.11788798423127966,20
4.16,-0.11091255902468122,20
4.2,-0.09804562584415366,20
4.24,-0.07836610894719487,20
4.28,-0.05223580736144484,20
4.32,-0.02150068729161181,20
4.36,0.011593121714290056,20
4.4,0.04625214291961166,20
4.44,0.08297189668212968,20
4.48,0.12140786411032334,20
4.52,0.15951495438054353,20
4.56,0.1957435866341256,20
4.6,0.23114857479500373,20
4.64,0.2676088279051664,20
4.68,0.30490792583185156,20
4.72,0.34145698304991756,20
4.76,0.37672017373767963,20
4.8,0.4112398644590842,20
4.84,0.4453516027974891,20
4.88,0.479188770738731,20
4.92,0.5131894926190206,20
4.96,0.5475508678620622,20
5.0,0.5816933053623768,20
5.04,0.615067205510636,0
5.08,0.6478193754519995,0
5.12,0.6797183347656984,0
5.16,0.7088904218743447,0
5.2,0.7325241648116945,0
5.24,0.7488589701158024,0
5.28,0.7579710085124647,0
5.32,0.7607380383016046,0
5.36,0.7583985342197057,0
5.4,0.753599617458317,0
5.44,0.7497668769449968,0
5.48,0.7480210157445155,0
5.52,0.746330337240976,0
5.56,0.7428666464723992,0
5.6,0.7386478907031528,0
5.64,0.7354819852462925,0
5.68,0.7326121901253025,0
5.72,0.7278051518427674,0
5.76,0.7214170910365736,0
5.8,0.7162435830058584,0
5.84,0.7130024345992559,0
5.88,0.7095233175858292,0
5.92,0.7048674412004088,0
5.96,0.7004929428191337,0
6.0,0.6968720056215391,0
6.04,0.6925196071863877,-20
6.08,0.6868886056612449,-20
6.12,0.6807999823226385,-20
6.16,0.6730130335934544,-20
6.2,0.6595518982436349,-20
6.24,0.6380837827364663,-20
6.28,0.6104402864114039,-20
6.32,0.5791740333855405,-20
6.36,0.5443027142924175,-20
6.4,0.5057014254566977,-20
6.44,0.4658887208607576,-20
6.48,0.4272543183191535,-20
6.52,0.38879820224615447,-20
6.56,0.34867050722982573,-20
6.6,0.3079536427347429,-20
6.64,0.2692656084585826,-20
6.68,0.2329210279166355,-20
6.72,0.19654155434856158,-20
6.76,0.15827894085518046,-20
6.8,0.11929062659971901,-20
6.84,0.08233962656049587,-20
6.88,0.04806323917824484,-20
6.92,0.013955863873416074,-20
6.96,-0.021890085583883834,-20
7.0,-0.058071401053252925,-20
7.04,-0.0932229657211403,0
7.08,-0.1289369441328625,0
7.12,-0.16532933199042976,0
7.16,-0.19711297765946656,0
7.2,-0.21913876119884768,0
7.24,-0.23290740847702052,0
7.28,-0.24278596777303207,0
7.32,-0.24920209852419828,0
7.36,-0.2503770241405412,0
7.4,-0.24713176846686002,0
7.44,-0.24209554864394606,0
7.48,-0.23729153767839267,0
7.52,-0.23373462218204272,0
7.56,-0.2306885847692522,0
7.6,-0.22650522308241272,0
7.64,-0.22177815811938173,0
7.68,-0.21862061497421315,0
7.72,-0.21694842441593448,0
7.76,-0.2156216798679722,0
7.8,-0.21486618507784022,0
7.84,-0.2132269964507466,0
7.88,-0.20764455166347728,0
7.92,-0.20075977432801317,0
